Family,Genus,CommonName,Species,Species (ITIS),TrophicGuild,Refs,Fruit,Leaves,Flowers,Seeds,Animal,Gums,Nectar,Other,Region,Country,Data_type,Study_duration_months,N_groups,Mean_individuals,Comments,
Cheirogaleidae,Mirza,Northern_Giant_Mouse_Lemur,Mirza_zaza,Mirza_zaza,Omnivore,817,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Nasalis,Proboscis_Monkey,Nasalis_larvatus,Nasalis_larvatus,Folivore_frugivore,836,20,51.9,3,20.3,2,NI,NI,2.8,Tanjung Puting National Park,Indonesia,Feeding records (%),12,12,NI,NI,
Hylobatidae,Nomascus,Northern_Yellow_cheeked_Crested_Gibbon,Nomascus_annamensis,Nomascus_annamensis,Frugivore,1082,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Two short studies suggest that it is frugivorous but with a significant reliacne on leaves, young shoots and flowers",
Hylobatidae,Nomascus,Western_Black_Crested_Gibbon,Nomascus_concolor,Nomascus_concolor,Folivore_frugivore,839,26,25,NI,NI,NI,NI,NI,49,NI,NI,NI,NI,NI,NI,NI,
Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,Nomascus_gabriellae,Nomascus_gabriellae,Frugivore,1082,81.6,9.5,8.9,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Hylobatidae,Nomascus,Southern_Yellow_cheeked_Crested_Gibbon,Nomascus_gabriellae,Nomascus_gabriellae,Folivore_frugivore,62,30.1,57.52,12.17,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Hylobatidae,Nomascus,Hainan_Crested_Gibbon,Nomascus_hainanus,Nomascus_hainanus,Frugivore,185,64.8,28.8,0.6,,0.3,NI,NI,5.5,"Bawangling National Nature Reserve, Hainan Island",China,Feeding time (%),68,2,6,NI,
Hylobatidae,Nomascus,Northern_White_cheeked_Crested_Gibbon,Nomascus_leucogenys,Nomascus_leucogenys,Folivore_frugivore,843,30.4,68.8,0.3,NI,0.5,NI,NI,NI,Nam Kading National Protected Area,Laos,Feeding time (%),12,3,4,Percentage of fruit and leaves consumption vary between seasons,
Hylobatidae,Nomascus,Eastern_Black_Crested_Gibbon,Nomascus_nasutus,Nomascus_nasutus,Frugivore,844,86.6,4.7,NI,NI,0.5,NI,NI,8.2,"Trung Khanh District, Cao Bang Province",Vietnam,Feeding time (%),1,5,26-28,NI,
Hylobatidae,Nomascus,Southern_White_cheeked_Crested_Gibbon,Nomascus_siki,Nomascus_siki,Frugivore,99,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lorisidae,Nycticebus,Bangka_Slow_Loris,Nycticebus_bancanus,Nycticebus_bancanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lorisidae,Nycticebus,Bengal_Slow_Loris,Nycticebus_bengalensis,Nycticebus_bengalensis,Gummivore,846,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lorisidae,Nycticebus,Bornean_Slow_Loris,Nycticebus_borneanus,Nycticebus_borneanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lorisidae,Nycticebus,Sunda_Slow_Loris,Nycticebus_coucang,Nycticebus_coucang,Omnivore,847,22.5,NI,NI,NI,2.5,43.3,31.7,NI,Segari Melintang Forest Reserve,Malaysia,Feeding records & fecal samples,28,1,NI,NI,
Lorisidae,Nycticebus,Javan_Slow_Loris,Nycticebus_javanicus,Nycticebus_javanicus,Gummivore,103,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lorisidae,Nycticebus,Javan_Slow_Loris,Nycticebus_javanicus,Nycticebus_javanicus,Omnivore,1164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Based on its cranio dental morphology it has been proposed that it is more insectivorous than its congeners.,
Lorisidae,Nycticebus,Kayan_River_Slow_Loris,Nycticebus_kayan,Nycticebus_kayan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lorisidae,Nycticebus,Philippine_Slow_Loris,Nycticebus_menagensis,Nycticebus_menagensis,Omnivore,189,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lorisidae,Nycticebus,Pygmy_Slow_Loris,Nycticebus_pygmaeus,Nycticebus_pygmaeus,Gummivore,190,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Galagidae,Otolemur,Thick_tailed_Greater_Galago,Otolemur_crassicaudatus,Otolemur_crassicaudatus,Omnivore,646,21,NI,NI,NI,5,62,8,4,NI,South Africa & Zimbabwe,Feeding records (%),NI,NI,NI,NI,
Galagidae,Otolemur,Garnett_s_Greater_Galago,Otolemur_garnettii,Otolemur_garnettii,,652,20,NI,NI,NI,6,NI,NI,71,Gedi Ruins National Monument,Kenia,Fecal samples (%),12,NI,NI,71 fruits and insects together,
Galagidae,Otolemur,Garnett_s_Greater_Galago,Otolemur_garnettii,Otolemur_garnettii,Omnivore,652,6,NI,NI,NI,30,NI,NI,64,Diani,Kenia,Fecal samples (%),12,NI,NI,64 fruits and insects together,
Hominidae,Pan,Bonobo,Pan_paniscus,Pan_paniscus,Omnivore,854,49,21,6,9,NI,NI,NI,15,Province of Équateur,Democratic Republic of Congo,Feeding records (%),7,NI,NI,NI,
Hominidae,Pan,Chimpanzee,Pan_troglodytes,Pan_troglodytes,Omnivore,856,60.7,10.8,1.1,6.3,1.8,NI,NI,19.3,Bossou,Guinea,Feeding time (%),13,1,18,NI,
Cercopithecidae,Papio,Olive_Baboon,Papio_anubis,Papio_anubis,Omnivore,861,46,7,NI,4,1,NI,NI,42,Kibale National Park,Uganda,Feeding records (%),13,1,64,"Observed foods comprised fruits (46%); stems (33%); tubers (7%); leaves (7%); seeds (4%); insects (1%); mushrooms (1%); and bark, gums and soil (1%)",
Cercopithecidae,Papio,Yellow_Baboon,Papio_cynocephalus,Papio_cynocephalus,Omnivore,867,10.1,12.5,3.6,14.7,2,8.1,NI,49,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Papio,Hamadryas_Baboon,Papio_hamadryas,Papio_hamadryas,Omnivore,169,NI,NI,NI,NI,NI,NI,NI,NI,Rift Valley,Ethiopia,Feeding records (%),NI,1,50-220,NI,
Cercopithecidae,Papio,Kinda_Baboon,Papio_kindae,Papio_kindae,Frugivore,871,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Papio,Guinea_Baboon,Papio_papio,Papio_papio,Omnivore,874,60,NI,NI,17,1.2,NI,NI,21.8,The Grand Parc National du Niokolo-Koba,Senegal,Feeding records (%),19,2,NI,NI,
Cercopithecidae,Papio,Chacma_Baboon,Papio_ursinus,Papio_ursinus,Omnivore,876,34,23,10,NI,4,NI,NI,29,Drakensberg mountains,South Africa & Lesotho,Feeding records (%),18,2,11.5,NI,
Galagidae,Paragalago,Kenya_Coast_Dwarf_Galago,NA,Paragalago_cocos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galagidae,Paragalago,Mozambique_Dwarf_Galago,NA,Paragalago _granti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galagidae,Paragalago,Mountain_Dwarf_Galago,NA,Paragalago_orinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galagidae,Paragalago,Rondo_Dwarf_Galago,NA,Paragalago_rondoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Galagidae,Paragalago,Tanzania_Coast_Dwarf_Galago,NA,Paragalago_zanzibaricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lorisidae,Perodicticus,Milne_Edwards_s_Potto,Perodicticus_edwardsi,Perodicticus_edwardsi,Frugivore,880,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Mainly frugivorous, but it supplements its diet with a variety of foods.",
Lorisidae,Perodicticus,East_African_Potto,Perodicticus_ibeanus,Perodicticus_ibeanus,Omnivore,882,NI,NI,NI,NI,NI,NI,NI,NI,Kakamega Forest,Kenya,NI,1,NI,NI,NI,
Lorisidae,Perodicticus,West_African_Potto,Perodicticus_potto,Perodicticus_potto,Frugivore,190,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lorisidae,Perodicticus,West_African_Potto,Perodicticus_potto,Perodicticus_potto,Frugivore,191,65,4,NI,NI,10,21,NI,NI,NI,Gabon,Stomach content,NI,NI,NI,NI,
Cheirogaleidae,Phaner,Montagne_D__Ambre_Fork_marked_Lemur,Phaner_electromontis,Phaner_electromontis,Gummivore,1157,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"There is no information available for this species, but undoubtedly gums form a major part of the diet.",
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,Gummivore,163,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,Gummivore,1157,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"There is no information available for this species, but undoubtedly gums form a major part of the diet.",
Cheirogaleidae,Phaner,Masoala_Fork_marked_Lemur,Phaner_furcifer,Phaner_furcifer,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Phaner,Pale_Fork_marked_Lemur,Phaner_pallescens,Phaner_pallescens,Gummivore,884,0.47,NI,NI,NI,9.43,87.6,NI,2.5,Kirindy Forest,Madagascar,Feeding records (%),36,7,02-abr,NI,
Cheirogaleidae,Phaner,Sambirano_Fork_marked_Lemur,Phaner_parienti,Phaner_parienti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Piliocolobus,Upper_Guinea_Red_Colobus,Piliocolobus_badius,Piliocolobus_badius,Folivore_frugivore,885,6,52,16,25,NI,NI,NI,1,Tiwai Island,Sierra Leone,Feeding records (%),12,2,35,NI,
Cercopithecidae,Piliocolobus,Bouvier_s_Red_Colobus,Piliocolobus_bouvieri,Piliocolobus_bouvieri,Folivore_frugivore,887,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Include young leaves and mature leaves, fruit, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,Niger_Delta_Red_Colobus,Piliocolobus_epieni,Piliocolobus_epieni,Folivore,889,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Young leaves, leaf buds, and terminal parts of stems make up the majority of the diet. Other important food items include seeds, flowers, and flower buds, and leaf petioles.",
Cercopithecidae,Piliocolobus,Foa_s_Red_Colobus,Piliocolobus_foai,Piliocolobus_foai,Folivore_frugivore,890,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Include young leaves, and mature leaves, fruits, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,Udzungwa_Red_Colobus,Piliocolobus_gordonorum,Piliocolobus_gordonorum,Folivore_frugivore,892,36,42,8,NI,NI,NI,NI,14,Mwanihana rain forest,Tanzania,NI,NI,NI,NI,NI,
Cercopithecidae,Piliocolobus,Zanzibar_Red_Colobus,Piliocolobus_kirkii,Piliocolobus_kirkii,Folivore_frugivore,894,14.4,58.665,5.165,0.94,NI,NI,NI,20.82,Zanzibar,Tanzania,NI,NI,2,NI,NI,
Cercopithecidae,Piliocolobus,Lang_s_Red_Colobus,Piliocolobus_langi,Piliocolobus_langi,Folivore_frugivore,890,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Include young leaves, and mature leaves, fruits, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,NA,NA,Piliocolobus_lulindicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,Piliocolobus_oustaleti,Piliocolobus_oustaleti,Folivore,155,NI,NI,NI,NI,NI,NI,NI,NI,Kibale,Uganda,NI,NI,NI,NI,Young leaves and buds comprise nearly half and mature leaves a quarter of the annual diet. Intense competition from frugivorous primates probably helps to explain their very minor consumption of fruits and seeds. Leaf stalks are also important.,
Cercopithecidae,Piliocolobus,Oustalet_s_Red_Colobus,Piliocolobus_oustaleti,Piliocolobus_oustaleti,Folivore,155,NI,NI,NI,NI,NI,NI,NI,NI,Gombe,Tanzania,NI,NI,NI,NI,Mature leaves comprise nearly half and young leaves and buds a quarater of the annual diet. Intense competition from frugivorous primates probably helps to explain their very minor consumption of fruits and seeds.,
Cercopithecidae,Piliocolobus,Lomami_Red_Colobus,Piliocolobus_parmentieri,Piliocolobus_parmentieri,Folivore_frugivore,897,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Include young leaves, and mature leaves, fruits, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,Pennant_s_Red_Colobus,Piliocolobus_pennantii,Piliocolobus_pennantii,Folivore_frugivore,897,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Diets include young leaves and mature leaves, fruit, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,Preuss_s_Red_Colobus,Piliocolobus_preussi,Piliocolobus_preussi,Folivore,899,0.87,88.91,10.2,NI,NI,NI,NI,NI,Korup National Park,Cameroon,Feeding records (%),NI,1,40,NI,
Cercopithecidae,Piliocolobus,Tana_River_Red_Colobus,Piliocolobus_rufomitratus,Piliocolobus_rufomitratus,Folivore,901,22-26,39-85,jun-27,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Piliocolobus,Semliki_Red_Colobus,Piliocolobus_semlikiensis,Piliocolobus_semlikiensis,Folivore_frugivore,902,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Include young leaves and mature leaves, fruit, flowers, buds and possibly seeds.",
Cercopithecidae,Piliocolobus,Temminick_s_Red_Colobus,Piliocolobus_temminckii,NA,Folivore,903,18.8,76.4,NI,NI,NI,NI,NI,4.8,Delta du Saloum,Senegal,,48,NI,NI,NI,
Cercopithecidae,Piliocolobus,Ashy_Red_Colobus,Piliocolobus_tephrosceles,Piliocolobus_tephrosceles,Folivore,905,"6,4-13,9","75,5-86,9","2-13,9",NI,NI,NI,NI,NI,Kibale National Park,Uganda,Feeding records (%),12,28,14,NI,
Cercopithecidae,Piliocolobus,Tshuapa_Red_Colobus,Piliocolobus_tholloni,Piliocolobus_tholloni,Folivore,909,NI,61,1.4,33,NI,NI,NI,4.6,Salonga National Park,Democratic Republic of Congo,Feeding records,13,NI,NI,NI,
Cercopithecidae,Piliocolobus,Miss_Waldron_s_Red_Colobus,Piliocolobus_waldronae,Piliocolobus_waldronae,Folivore,910,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Similar of the Upper Guinea Red Colobus and contains mainly leaves, supplemented by fruits, seeds, and flowers.",
Pitheciidae,Pithecia,Equatorial_Saki,Pithecia_aequatorialis,Pithecia_aequatorialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Buffy_Saki,Pithecia_albicans,Pithecia_albicans,Frugivore,107,34,9.5,6.5,46.2,0.4,NI,NI,3.4,"Urucu river, Amazonia",Brazil,Feeding records (%),20,NI,NI,NI,
Pitheciidae,Pithecia,Cazuza_s_Saki,Pithecia_cazuzai,Pithecia_cazuzai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Golden_faced_Saki,Pithecia_chrysocephala,Pithecia_chrysocephala,Frugivore,913,61.5,18,16,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Pithecia,Hairy_Saki,Pithecia_hirsuta,Pithecia_hirsuta,Frugivore,192,53,16,NI,NI,NI,NI,NI,31,Puerto Bermudez,Peru,Feeding records (%),6,4,NI,NI,
Pitheciidae,Pithecia,Burnished_Saki,Pithecia_inusta,Pithecia_inusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Gray_s_Bald_faced_Saki,Pithecia_irrorata,Pithecia_irrorata,Frugivore,912,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Pithecia,Isabel_s_Saki,Pithecia_isabela,Pithecia_isabela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Miller_s_Saki,Pithecia_milleri,Pithecia_milleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Mittermeier_s_Tapajós_Saki,Pithecia_mittermeieri,Pithecia_mittermeieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Monk_Saki,Pithecia_monachus,Pithecia_monachus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Napo_Saki,Pithecia_napensis,Pithecia_napensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,Pissinatti_s_Bald_faced_Saki,Pithecia_pissinattii,Pithecia_pissinattii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Pithecia,White_faced_saki,Pithecia_pithecia,Pithecia_pithecia,Frugivore,919,95.3,0,6.7,NI,NI,NI,NI,NI,Raleighvallen-Voltzberg NIture Reserve,Surinam,Feeding time (%),12,NI,NI,They did not consider animal prey,
Pitheciidae,Pithecia,Rylands__Bald_faced_Saki,Pithecia_rylandsi,Pithecia_rylandsi,Frugivore,920,20,1,3,75,NI,NI,NI,1,Madre de Dios,Peru,Feeding time (%),31,5,NI,NI,
Pitheciidae,Pithecia,Vanzolini’s_Bald_faced_Saki,Pithecia_vanzolinii,Pithecia_vanzolinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Madidi_Titi,Plecturocebus_aureipalatii,Plecturocebus_aureipalatii,Frugivore,922,95.5,2,2.5,NI,NI,NI,NI,NI,Parque Nacional y Area de Manejo Integrado Madidi,Bolivia,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Lake_Baptista_Titi,Plecturocebus_baptista,Plecturocebus_baptista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,Plecturocebus_bernhardi,Plecturocebus_bernhardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Brown_Titi,Plecturocebus_brunneus,Plecturocebus_brunneus,Frugivore,924,78,18,NI,NI,2,NI,NI,2,"Manu National Park, Madre de Dios",Peru,Feeding time (%),10,5,NI,NI,
Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,Plecturocebus_caligatus,Plecturocebus_caligatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Caquetá_Titi,Plecturocebus_caquetensis,Plecturocebus_caquetensis,Omnivore,175,36,31,7,21,3,NI,NI,2,Valparaíso,Colombia,Feeding time (%),12,1,06-jul,NI,
Pitheciidae,Plecturocebus,Ashy_Titi,Plecturocebus_cinerascens,Plecturocebus_cinerascens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Coppery_Titi,Plecturocebus_cupreus,Plecturocebus_cupreus,Frugivore,927,76,8.33,2,NI,13.6,NI,NI,NI,Estación Biológica Quebrada Blanco,Peru,Feeding records (%),22,1,02-abr,NI,
Pitheciidae,Plecturocebus,Red_crowned_Titi,Plecturocebus_discolor,Plecturocebus_discolor,Frugivore,929,63,31,6,NI,NI,NI,NI,NI," Yasuní National Park, Amazonia",Ecuador.,Feeding records (%),8,1,4,NI,
Pitheciidae,Plecturocebus,White_eared_Titi,Plecturocebus_donacophilus,Plecturocebus_donacophilus,Frugivore,200,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Hoffmann_s_Titi,Plecturocebus_hoffmannsi,Plecturocebus_hoffmannsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Milton´s_titi_monkey,Plecturocebus_miltoni,Plecturocebus_miltoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Rio_Beni_Titi,Plecturocebus_modestus,Plecturocebus_modestus,Frugivore,193,65.81,NI,14.47,NI,10.93,NI,NI,8.79,Beni,Bolivia,Feeding records (%),NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,Omnivore,195,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,Omnivore,117,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,Folivore_frugivore,10,52,30,1,NI,17,NI,NI,NI,NI,Paraguay,Feeding time & fecal samples,11,1,NI,NI,
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,Folivore_frugivore,196,50,39,NI,NI,11,NI,NI,NI,Madre de Dios,Peru,Feeding records (%),5,NI,NI,NI,
Pitheciidae,Plecturocebus,San_Martín_Titi,Plecturocebus_oenanthe,Plecturocebus_oenanthe,Omnivore,931,64,NI,NI,NI,17,,NI,19,Moyobamba,Peru,Feeding records (%),8,1,4,NI,
Pitheciidae,Plecturocebus,San_Martín_Titi,Plecturocebus_oenanthe,Plecturocebus_oenanthe,Omnivore,208,54,NI,NI,NI,22,NI,NI,24,Moyobamba,Peru,Feeding records (%),8,1,04-may,NI,
Pitheciidae,Plecturocebus,Olalla_s_Titi,Plecturocebus_olallae,Plecturocebus_olallae,Folivore_frugivore,183,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Olalla_s_Titi,Plecturocebus_olallae,Plecturocebus_olallae,Folivore_frugivore,197,47.57,39.09,NI,NI,NI,NI,NI,14.34,"Santa Rosa del Yacuma, Beni",Bolivia,NI,NI,2,,NI,
Pitheciidae,Plecturocebus,Ornate_Titi,Plecturocebus_ornatus,Plecturocebus_ornatus,Frugivore,410,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Pale_Titi,Plecturocebus_pallescens,Plecturocebus_pallescens,Omnivore,935,NI,NI,NI,NI,NI,NI,NI,NI,Santa Cruz,Bolivia,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,Plecturocebus_stephennashi,Plecturocebus_stephennashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Toppin’s_Titi,Plecturocebus_toppini,Plecturocebus_toppini,Folivore_frugivore,196,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,Plecturocebus_urubambensis,Plecturocebus_urubambensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pitheciidae,Plecturocebus,Vieira_s_Titi,Plecturocebus_vieirai,Plecturocebus_vieirai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hominidae,Pongo,Sumatran_Orangutan,Pongo_abelii,Pongo_abelii,Frugivore,937,68.5,15.5,1.9,NI,7.1,NI,NI,7,"Gunung Leuser National Park, Sumatra",Indonesia,NI,36,NI,22,NI,
Hominidae,Pongo,Bornean_Orangutan,Pongo_pygmaeus,Pongo_pygmaeus,Frugivore,404,60.9,22.2,NI,NI,NI,NI,NI,16.9,"Danum Valley, Sabah",Malaysia,Feeding time (%),27,NI,26,NI,
Hominidae,Pongo,Tapanuli_Orangutan,NA,Pongo_tapanuliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Presbytis,Black_and_white_Langur,Presbytis_bicolor,Presbytis_bicolor,Folivore_frugivore,1087,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Young leaves, unripe fruits, flowers, mature leaves and seeds",
Cercopithecidae,Presbytis,Miller_s_Langur,Presbytis_canicrus,Presbytis_canicrus,Folivore,940,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Cross_marked_Langur,Presbytis_chrysomelas,Presbytis_chrysomelas,Folivore_frugivore,"942, 943",NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Javan_Langur,Presbytis_comata,Presbytis_comata,Folivore,945,6,69,17,2,NI,NI,NI,6,"Gunung Leuser National Park, Sumatra",Indonesia,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Banded_Langur,Presbytis_femoralis,Presbytis_femoralis,Folivore_frugivore,946,NI,NI,NI,NI,NI,NI,NI,NI,Sumatra,Indonesia,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,White_fronted_Langur,Presbytis_frontata,Presbytis_frontata,Folivore,947,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Hose_s_Langur,Presbytis_hosei,Presbytis_hosei,Folivore,949,25,70,NI,NI,NI,NI,NI,5,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,Presbytis_melalophos,Presbytis_melalophos,Folivore_frugivore,950,NI,NI,NI,NI,NI,NI,NI,NI,Sumatra,Indonesia,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Mitered_Langur,Presbytis_mitrata,Presbytis_mitrata,Folivore_frugivore,1087,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Young leaves, unripe fruits, flowers, mature leaves and seeds",
