"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Levi_&_Cowling_1969	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						4.5																														JS	BA				molar";
"Levi_&_Cowling_1969	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						2.8																														JS	BA				molar";
"Levi_&_Cowling_1969	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						3.5																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						1.8																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						2.21																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						3.27																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						2.21																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						1.59																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						2.9																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						1.47																														JS	BA				molar";
"Merrill_&_Cowling_1966	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Russulales		Bondarzewiaceae	Heterobasidion	annosum	Microbe						1.94																														JS	BA				molar";
"Wang_et_al_2015c	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Hortiboletus	rubellus	Microbe								0.59																												JS	BA				molar";
"Wang_et_al_2015c	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Boletaceae	Hortiboletus	rubellus	Microbe								0.49																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Thelephorales		Bankeraceae	Hydnellum	ferrugineum	Microbe				46.8		5.1					10.71																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Thelephorales		Bankeraceae	Hydnellum	peckii	Microbe				45.9		5.8					9.23																									JS	BA				molar";
"Vogt_&_Edmonds_1980	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Thelephorales		Bankeraceae	Hydnellum		Microbe						2.91		0.21							30.68																					JS	BA				molar";
"Ayaz_et_al_2011	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Cantharellales		Hydnaceae	Hydnum	repandum	Microbe								0.52																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Cantharellales		Hydnaceae	Hydnum	repandum	Microbe				43.5		2.7					18.8																									JS	BA				molar";
"Tel_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Cantharellales		Hydnaceae	Hydnum	repandum	Microbe								0.14																												JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Cantharellales		Hydnaceae	Hydnum		Microbe				44.6		3.2					16.26																									JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Hygrophoropsidaceae	Hygrophoropsis	aurantiaca	Microbe						2.39		1.16							4.58																					JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Boletales		Hygrophoropsidaceae	Hygrophoropsis	aurantiaca	Microbe				41.6		4.6					10.55																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Hygrophoraceae	Hygrophorus	agathosmus	Microbe				43		3.9					12.86																									JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Hygrophoraceae	Hygrophorus	camarophyllus	Microbe				41.9		4.6					10.63																									JS	BA				molar";
"Edmonds_&_Lebo_1998	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Hygrophoraceae	Hygrophorus	olivaceoalbus	Microbe						3.43		0.47							16.13																					JS	BA				molar";
"Taylor_et_al_2003	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Hygrophoraceae	Hygrophorus	olivaceoalbus	Microbe				42.2		3.2					15.39																									JS	BA				molar";
"Stark_1972	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Hygrophoraceae	Hygrophorus		Microbe								0.95																												JS	BA				molar";
"Bucinova_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Physalacriaceae	Hymenopellis	radicata	Microbe								0.3																												JS	BA				molar";
"Bucinova_et_al_2014	Zhang_2017	10.3389/fmicb.2017.01281	Agaricomycetes			Agaricales		Physalacriaceae	Hymenopellis	radicata	Microbe								0.43																												JS	BA				molar";
