Credit;Reference;doi;Class;Subclass;Superorder;Order;Suborder;Family;Genus;Species;Species_binomial;Group;Diet_full;Functional_group;Habitat;Mass_dry_full;Mass_log10;C_mean;N_mean;P_mean;CN_ratio;CP_ratio;NP_ratio;Organism_source;Stoichio_analysis;Nitrogen_calc_from_prot;Staff
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hydrozoa;Hydroidolina;NA;Siphonophorae;Calycophorae;Diphyidae;Diphyes;antarctica;Diphyes antarctica;Invert;C;Invert C;Marine;0,03864;-1,412962882;9,88;3,22;0,23;3,579710145;110,97;31;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,000379;-3,42136079;10,9;2,97;0,14;4,281705948;200,98;46,94;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,000468;-3,329754147;10,9;2,97;0,14;4,281705948;201,19;46,99;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,000593;-3,226945307;10,9;2,97;0,14;4,281705948;201,18;46,99;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00141;-2,850780887;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00166;-2,779891912;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00184;-2,735182177;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00195;-2,709965389;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00212;-2,673664139;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00232;-2,634512015;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00271;-2,567030709;10,9;2,97;0,14;4,281705948;201,13;46,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,00305;-2,515700161;15,6;4,1;0,14;4,43902439;287,86;64,85;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Diphyes;NA;Diphyes;Invert;C;Invert C;Marine;0,013868;-1,857986167;7,2;2,89;0,17;2,906574394;109,41;37,64;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;attenuatus;Eucalanus attenuatus;Invert;H;Invert H;Marine;8,85E-05;-4,053056729;39,4;9,3;0,79;4,94265233;128,87;26,07;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;attenuatus;Eucalanus attenuatus;Invert;H;Invert H;Marine;0,000129;-3,88941029;39,4;9,3;0,79;4,94265233;128,85;26,07;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;attenuatus;Eucalanus attenuatus;Invert;H;Invert H;Marine;0,000131;-3,882728704;39,4;9,3;0,79;4,94265233;128,83;26,06;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;attenuatus;Eucalanus attenuatus;Invert;H;Invert H;Marine;0,000201;-3,696803943;39,4;9,3;0,79;4,94265233;128,83;26,07;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Eucalanidae;Eucalanus;bungii;Eucalanus bungii;Invert;O;Invert O;Marine;0,00101;-2,995678626;40;9,8;0,6;4,761904762;172,22;36,17;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Eucalanidae;Eucalanus;bungii;Eucalanus bungii;Invert;O;Invert O;Marine;0,00101;-2,995678626;40;9,8;0,6;4,761904762;171,09;35,94;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;1,90E-05;-4,721246399;41,6;9,62;0,79;5,045045045;136,12;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;1,96E-05;-4,707743929;41,6;9,62;0,79;5,045045045;135,9;26,94;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;2,06E-05;-4,68613278;41,6;9,62;0,79;5,045045045;135,82;26,92;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;2,47E-05;-4,607303047;41,6;9,62;0,79;5,045045045;136,12;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;2,62E-05;-4,581698709;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;3,43E-05;-4,46470588;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;3,56E-05;-4,448550002;41,6;9,62;0,79;5,045045045;136,15;26,99;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;3,81E-05;-4,419075024;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;5,00E-05;-4,301029996;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;5,65E-05;-4,247951552;41,6;9,62;0,79;5,045045045;136,14;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;6,04E-05;-4,218963061;41,6;9,62;0,79;5,045045045;136,08;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;6,10E-05;-4,214670165;41,6;9,62;0,79;5,045045045;136,01;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;6,66E-05;-4,176525771;41,6;9,62;0,79;5,045045045;136,07;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;6,70E-05;-4,173925197;41,6;9,62;0,79;5,045045045;136,11;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;6,93E-05;-4,159266765;41,6;9,62;0,79;5,045045045;136,15;26,99;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,09E-05;-4,149353765;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,15E-05;-4,145693958;41,6;9,62;0,79;5,045045045;136;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,37E-05;-4,132532512;41,6;9,62;0,79;5,045045045;136,09;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,52E-05;-4,123782159;41,6;9,62;0,79;5,045045045;136,05;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,70E-05;-4,113509275;41,6;9,62;0,79;5,045045045;136,1;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,75E-05;-4,110698297;41,6;9,62;0,79;5,045045045;136,09;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;7,86E-05;-4,104577454;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;8,17E-05;-4,087777943;41,6;9,62;0,79;5,045045045;136,12;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;8,17E-05;-4,087777943;41,6;9,62;0,79;5,045045045;136,12;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;8,58E-05;-4,066512712;41,6;9,62;0,79;5,045045045;136;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;8,66E-05;-4,062482108;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;8,74E-05;-4,058488567;41,6;9,62;0,79;5,045045045;136,12;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,08E-05;-4,041914151;41,6;9,62;0,79;5,045045045;136,1;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,20E-05;-4,036212173;41,6;9,62;0,79;5,045045045;136;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,27E-05;-4,032920266;41,6;9,62;0,79;5,045045045;136,09;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,29E-05;-4,031984286;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,56E-05;-4,019542108;41,6;9,62;0,79;5,045045045;136,08;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,61E-05;-4,017276612;41,6;9,62;0,79;5,045045045;136,07;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,83E-05;-4,007446482;41,6;9,62;0,79;5,045045045;135,96;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,84E-05;-4,007004902;41,6;9,62;0,79;5,045045045;136,1;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;9,88E-05;-4,005243055;41,6;9,62;0,79;5,045045045;135,95;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;1,00E-04;-4;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001002;-3,999132278;41,6;9,62;0,79;5,045045045;135,96;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001005;-3,997833938;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001007;-3,996970529;41,6;9,62;0,79;5,045045045;135,95;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001007;-3,996970529;41,6;9,62;0,79;5,045045045;135,95;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001017;-3,992679047;41,6;9,62;0,79;5,045045045;136,11;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001026;-3,988852639;41,6;9,62;0,79;5,045045045;135,96;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,000103;-3,987162775;41,6;9,62;0,79;5,045045045;135,98;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001036;-3,984640245;41,6;9,62;0,79;5,045045045;136,11;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001053;-3,977571629;41,6;9,62;0,79;5,045045045;136,01;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001062;-3,973875483;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001064;-3,973058372;41,6;9,62;0,79;5,045045045;135,96;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001072;-3,969805215;41,6;9,62;0,79;5,045045045;136,01;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001086;-3,964170175;41,6;9,62;0,79;5,045045045;136,03;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,000109;-3,962573502;41,6;9,62;0,79;5,045045045;136,05;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001104;-3,957030927;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001135;-3,945004138;41,6;9,62;0,79;5,045045045;135,98;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001138;-3,943857738;41,6;9,62;0,79;5,045045045;136,04;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001151;-3,938924676;41,6;9,62;0,79;5,045045045;136,08;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001154;-3,937794191;41,6;9,62;0,79;5,045045045;135,98;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001202;-3,920095532;41,6;9,62;0,79;5,045045045;135,97;26,95;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001208;-3,917933066;41,6;9,62;0,79;5,045045045;136,08;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001237;-3,9076303;41,6;9,62;0,79;5,045045045;136,07;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001242;-3,905878404;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001298;-3,886725308;41,6;9,62;0,79;5,045045045;136,09;26,98;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,000141;-3,850780887;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001453;-3,837734386;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Eucalanus;subcrassus;Eucalanus subcrassus;Invert;H;Invert H;Marine;0,0001494;-3,825649403;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Euchaeta;flava;Euchaeta flava;Invert;C;Invert C;Marine;0,000174;-3,759450752;41,6;9,6;0,79;5,055555556;135,99;26,9;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Euchaetidae;Euchaeta;marina;Euchaeta marina;Invert;C;Invert C;Marine;0,000268;-3,571865206;41,6;9,62;0,79;5,045045045;136,05;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Euchaetidae;Euchaeta;marina;Euchaeta marina;Invert;C;Invert C;Marine;0,000285;-3,54515514;41,6;9,62;0,79;5,045045045;136;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Euchaetidae;Euchaeta;marina;Euchaeta marina;Invert;C;Invert C;Marine;0,000286;-3,543633967;41,6;9,62;0,79;5,045045045;136,06;26,97;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Hexanauplia;Copepoda;NA;Calanoida;NA;Euchaetidae;Euchaeta;marina;Euchaeta marina;Invert;C;Invert C;Marine;0,000323;-3,490797478;41,6;9,62;0,79;5,045045045;136,02;26,96;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;NA;NA;NA;NA;NA;NA;Euclio;cuspidata;Euclio cuspidata;Invert;H;Invert H;Marine;0,03;-1,522878745;20,5;3,9;0,3;6,132478632;176,53;28,79;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,000878;-3,056505484;40,77;11,39;1,25;4,176031607;84,08;20,13;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00103;-2,987162775;40,87;11,46;1,17;4,160703898;90,63;21,77;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00117;-2,931814138;40,86;11,45;1,2;4,163318777;88,2;21,19;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00125;-2,903089987;40,8;11,44;1,2;4,160839161;87,83;21,11;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00129;-2,88941029;40,85;11,4;1,16;4,180555556;90,76;21,7;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00137;-2,863279433;40,88;11,39;1,17;4,1872988;90,42;21,59;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00391;-2,407823243;40,92;11,43;1,2;4,176727909;87,94;21,06;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00394;-2,404503778;43,06;12;1,16;4,186388889;95,9;22,91;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00415;-2,381951903;43,06;12;1,16;4,186388889;95,9;22,91;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00415;-2,381951903;40,96;11,42;1,21;4,184471687;87,83;20,99;Field;NA;NA;JS
Ikeda database;Vanni_2017;10.1002/ecy.1792;Malacostraca;Eumalacostraca;NA;Euphausiacea;NA;Euphausiidae;Euphausia;crystallorophias;Euphausia crystallorophias;Invert;H;Invert H;Marine;0,00432;-2,364516253;43,06;12;1,16;4,186388889;95,9;22,91;Field;NA;NA;JS
